element1,element2,element3,element4,M,TC,R,heakey
Zn,Y,Hf,Os,0.0,0.0,136.91596,30397276
Zn,Y,Hf,Ir,0.0,0.0,139.93295,30397277
Zn,Y,Hf,Pt,0.0,0.0,138.69665,30397278
Zn,Y,Hf,Au,0.0,0.0,135.6847,30397279
Zn,Y,Hf,Hg,0.0,0.0,148.21533,30397280
Zn,Y,Hf,Tl,0.0,0.0,162.43175,30397281
Zn,Y,Hf,Pb,0.0,0.0,162.35166999999998,30397282
Zn,Y,Hf,Bi,0.0,0.0,165.03347,30397283
Zn,Y,Ta,W,0.0,0.0,121.99162,30397374
Zn,Y,Ta,Re,0.0,0.0,129.67386000000002,30397375
Zn,Y,Ta,Os,0.0,0.0,134.8183,30397376
Zn,Y,Ta,Ir,0.0,0.0,137.00599,30397377
Zn,Y,Ta,Pt,0.0,0.0,136.9611,30397378
Zn,Y,Ta,Au,0.0,0.0,138.37972,30397379
Zn,Y,Ta,Hg,0.0,0.0,153.55206,30397380
Zn,Y,Ta,Tl,0.0,0.0,167.6661,30397381
Zn,Y,Ta,Pb,0.0,0.0,162.6944,30397382
Zn,Y,Ta,Bi,0.0,0.0,160.21088999999998,30397383
Zn,Y,W,Re,0.0,0.0,133.57861,30397475
Zn,Y,W,Os,0.0,0.0,136.02526,30397476
Zn,Y,W,Ir,0.0,0.0,136.33231,30397477
Zn,Y,W,Pt,0.0,0.0,139.4722,30397478
Zn,Y,W,Au,0.0,0.0,143.49812,30397479
Zn,Y,W,Hg,0.0,0.0,159.724,30397480
Zn,Y,W,Tl,0.0,0.0,169.86141999999998,30397481
Zn,Y,W,Pb,0.0,0.0,160.95096999999998,30397482
Zn,Y,W,Bi,0.0,0.0,154.86297,30397483
Zn,Y,Re,Os,0.0,0.0,135.04028,30397576
Zn,Y,Re,Ir,0.0,0.0,135.59008,30397577
Zn,Y,Re,Pt,0.0,0.0,141.15094,30397578
Zn,Y,Re,Au,0.0,0.0,147.13409,30397579
Zn,Y,Re,Hg,0.0,0.0,161.23776999999998,30397580
Zn,Y,Re,Tl,0.0,0.0,166.90686000000002,30397581
Zn,Y,Re,Pb,0.0,0.0,157.00515,30397582
Zn,Y,Re,Bi,0.0,0.0,149.94026000000002,30397583
Zn,Y,Os,Ir,0.0,0.0,132.54294,30397677
Zn,Y,Os,Pt,0.0,0.0,141.88196000000002,30397678
Zn,Y,Os,Au,0.0,0.0,148.47384,30397679
Zn,Y,Os,Hg,0.0,0.0,156.34156000000002,30397680
Zn,Y,Os,Tl,0.0,0.0,158.46986,30397681
Zn,Y,Os,Pb,0.0,0.0,150.9374,30397682
Zn,Y,Os,Bi,0.0,0.0,145.66218,30397683
Zn,Y,Ir,Pt,0.0,0.0,141.68079,30397778
Zn,Y,Ir,Au,0.0,0.0,142.24137,30397779
Zn,Y,Ir,Hg,0.0,0.0,144.1891,30397780
Zn,Y,Ir,Tl,0.0,0.0,144.71344,30397781
Zn,Y,Ir,Pb,0.0,0.0,140.87045,30397782
Zn,Y,Ir,Bi,0.0,0.0,142.97763999999998,30397783
Zn,Y,Pt,Au,0.0,0.0,129.63666,30397879
Zn,Y,Pt,Hg,0.0,0.0,129.08476000000002,30397880
Zn,Y,Pt,Tl,0.0,0.0,130.03431,30397881
Zn,Y,Pt,Pb,0.0,0.0,130.25116,30397882
Zn,Y,Pt,Bi,0.0,0.0,136.11466,30397883
Zn,Y,Au,Hg,0.0,0.0,121.19188,30397980
Zn,Y,Au,Tl,0.0,0.0,120.38276,30397981
Zn,Y,Au,Pb,0.0085,0.308,123.24323,30397982
Zn,Y,Au,Bi,0.0,0.0,128.57276000000002,30397983
Zn,Y,Hg,Tl,0.0,0.0,111.73746,30398081
Zn,Y,Hg,Pb,0.0,0.0,118.182,30398082
Zn,Y,Hg,Bi,0.0,0.0,125.3877,30398083
Zn,Y,Tl,Pb,0.0,0.0,109.52855,30398182
Zn,Y,Tl,Bi,0.0,0.0,118.39278,30398183
Zn,Y,Pb,Bi,0.0,0.0,112.33342,30398283
Zn,Zr,Nb,Mo,0.0,0.0,89.46746999999999,30404142
Zn,Zr,Nb,Tc,0.0,0.0,98.81488,30404143
Zn,Zr,Nb,Ru,0.0,0.0,106.42292,30404144
Zn,Zr,Nb,Rh,0.0,0.0,109.99551,30404145
Zn,Zr,Nb,Pd,0.0,0.0,111.62847,30404146
Zn,Zr,Nb,Ag,0.0,0.0,114.85397,30404147
Zn,Zr,Nb,Cd,0.0,0.0,133.58798000000002,30404148
Zn,Zr,Nb,In,0.0,0.0,162.29914,30404149
Zn,Zr,Nb,Sn,0.0,0.0,160.28545,30404150
Zn,Zr,Nb,Hf,0.0,0.0,86.31744,30404172
Zn,Zr,Nb,Ta,0.0,0.0,85.16762,30404173
Zn,Zr,Nb,W,0.0,0.0,94.3276,30404174
Zn,Zr,Nb,Re,0.0,0.0,104.4368,30404175
Zn,Zr,Nb,Os,0.0,0.0,112.04951,30404176
Zn,Zr,Nb,Ir,0.0,0.0,114.31285,30404177
Zn,Zr,Nb,Pt,0.0,0.0,112.99315,30404178
Zn,Zr,Nb,Au,0.0,0.0,117.35752,30404179
Zn,Zr,Nb,Hg,0.0,0.0,138.90402,30404180
Zn,Zr,Nb,Tl,0.0,0.0,159.92107,30404181
Zn,Zr,Nb,Pb,0.0,0.0,158.27794,30404182
Zn,Zr,Nb,Bi,0.0,0.0,150.16242,30404183
Zn,Zr,Mo,Tc,0.0,0.0,102.95842,30404243
Zn,Zr,Mo,Ru,0.0,0.0,107.92226,30404244
Zn,Zr,Mo,Rh,0.0,0.0,110.52202,30404245
Zn,Zr,Mo,Pd,0.0,0.0,114.25467,30404246
Zn,Zr,Mo,Ag,0.0,0.0,120.15275,30404247
Zn,Zr,Mo,Cd,0.0,0.0,140.29453,30404248
Zn,Zr,Mo,In,0.0,0.0,168.52446,30404249
Zn,Zr,Mo,Sn,0.0,0.0,163.31457,30404250
Zn,Zr,Mo,Hf,0.0,0.0,94.56078,30404272
Zn,Zr,Mo,Ta,0.0,0.0,92.89416,30404273
Zn,Zr,Mo,W,0.0,0.0,101.94915,30404274
Zn,Zr,Mo,Re,0.0,0.0,110.11238,30404275
Zn,Zr,Mo,Os,0.0,0.0,114.91476000000002,30404276
Zn,Zr,Mo,Ir,0.0,0.0,115.49023,30404277
Zn,Zr,Mo,Pt,0.0,0.0,116.36154,30404278
Zn,Zr,Mo,Au,0.0,0.0,123.24285,30404279
Zn,Zr,Mo,Hg,0.0,0.0,146.38519,30404280
Zn,Zr,Mo,Tl,0.0,0.0,165.30033,30404281
Zn,Zr,Mo,Pb,0.0,0.0,156.85673,30404282
Zn,Zr,Mo,Bi,0.0,0.0,146.71851999999998,30404283
Zn,Zr,Tc,Ru,0.0,0.0,108.67912,30404344
Zn,Zr,Tc,Rh,0.0,0.0,111.79846,30404345
Zn,Zr,Tc,Pd,0.0,0.0,118.35492,30404346
Zn,Zr,Tc,Ag,0.0,0.0,126.26958,30404347
Zn,Zr,Tc,Cd,0.0,0.0,148.2317,30404348
Zn,Zr,Tc,In,0.0,0.0,171.95868000000002,30404349
Zn,Zr,Tc,Sn,0.0,0.0,160.88241000000002,30404350
Zn,Zr,Tc,Hf,0.0,0.0,104.94155,30404372
Zn,Zr,Tc,Ta,0.0,0.0,102.96185,30404373
Zn,Zr,Tc,W,0.0,0.0,110.21543,30404374
Zn,Zr,Tc,Re,0.0,0.0,114.69987,30404375
Zn,Zr,Tc,Os,0.0,0.0,115.8592,30404376
Zn,Zr,Tc,Ir,0.0,0.0,115.82556,30404377
Zn,Zr,Tc,Pt,0.0,0.0,119.33414,30404378
Zn,Zr,Tc,Au,0.0,0.0,128.68355,30404379
Zn,Zr,Tc,Hg,0.0,0.0,153.13222,30404380
Zn,Zr,Tc,Tl,0.0,0.0,164.77266,30404381
Zn,Zr,Tc,Pb,0.0,0.0,153.3345,30404382
Zn,Zr,Tc,Bi,0.0,0.0,142.971,30404383
Zn,Zr,Ru,Rh,0.0,0.0,112.66544,30404445
Zn,Zr,Ru,Pd,0.0,0.0,122.14175,30404446
Zn,Zr,Ru,Ag,0.0,0.0,130.50865,30404447
Zn,Zr,Ru,Cd,0.0,0.0,149.99733999999998,30404448
Zn,Zr,Ru,In,0.0,0.0,167.1792,30404449
Zn,Zr,Ru,Sn,0.0,0.0,153.32118,30404450
Zn,Zr,Ru,Hf,0.0,0.0,114.32844,30404472
Zn,Zr,Ru,Ta,0.0,0.0,111.15212,30404473
Zn,Zr,Ru,W,0.0,0.0,115.03788,30404474
Zn,Zr,Ru,Re,0.0,0.0,116.22156,30404475
Zn,Zr,Ru,Os,0.0,0.0,115.12795,30404476
Zn,Zr,Ru,Ir,0.0,0.0,114.75361,30404477
Zn,Zr,Ru,Pt,0.0,0.0,120.48323,30404478
Zn,Zr,Ru,Au,0.0,0.0,130.45982,30404479
Zn,Zr,Ru,Hg,0.0,0.0,150.46191000000002,30404480
Zn,Zr,Ru,Tl,0.0,0.0,157.17058,30404481
Zn,Zr,Ru,Pb,0.0,0.0,147.18669,30404482
Zn,Zr,Ru,Bi,0.0,0.0,139.12209,30404483
Zn,Zr,Rh,Pd,0.0,0.0,125.84389,30404546
Zn,Zr,Rh,Ag,0.0,0.0,130.88001,30404547
Zn,Zr,Rh,Cd,0.0,0.0,144.81268,30404548
Zn,Zr,Rh,In,0.0,0.0,156.09933999999998,30404549
Zn,Zr,Rh,Sn,0.0,0.0,147.18958999999998,30404550
Zn,Zr,Rh,Hf,0.0,0.0,119.6761,30404572
Zn,Zr,Rh,Ta,0.0,0.0,114.86268,30404573
Zn,Zr,Rh,W,0.0,0.0,116.27283,30404574
Zn,Zr,Rh,Re,0.0,0.0,117.7815,30404575
Zn,Zr,Rh,Os,0.0,0.0,117.59749,30404576
Zn,Zr,Rh,Ir,0.0,0.0,117.13357,30404577
Zn,Zr,Rh,Pt,0.0,0.0,121.84767,30404578
Zn,Zr,Rh,Au,0.0,0.0,128.70466000000002,30404579
Zn,Zr,Rh,Hg,0.0,0.0,143.09204,30404580
Zn,Zr,Rh,Tl,0.0,0.0,149.04745,30404581
Zn,Zr,Rh,Pb,0.0,0.0,144.56913,30404582
Zn,Zr,Rh,Bi,0.0,0.0,140.76053000000002,30404583
Zn,Zr,Pd,Ag,0.0,0.0,129.49198,30404647
Zn,Zr,Pd,Cd,0.0,0.0,142.39728,30404648
Zn,Zr,Pd,In,0.0,0.0,152.15451000000002,30404649
Zn,Zr,Pd,Sn,0.0,0.0,146.03798999999998,30404650
Zn,Zr,Pd,Hf,0.0,0.0,121.12746,30404672
Zn,Zr,Pd,Ta,0.0,0.0,116.90706000000002,30404673
Zn,Zr,Pd,W,0.0,0.0,119.90568,30404674
Zn,Zr,Pd,Re,0.0,0.0,124.18351,30404675
Zn,Zr,Pd,Os,0.0,0.0,126.59948,30404676
Zn,Zr,Pd,Ir,0.0,0.0,126.45409,30404677
Zn,Zr,Pd,Pt,0.0,0.0,126.63846,30404678
Zn,Zr,Pd,Au,0.0,0.0,129.50982,30404679
Zn,Zr,Pd,Hg,0.0,0.0,141.44656,30404680
Zn,Zr,Pd,Tl,0.0,0.0,146.88256,30404681
Zn,Zr,Pd,Pb,0.0,0.0,144.45938999999998,30404682
Zn,Zr,Pd,Bi,0.0,0.0,144.24681,30404683
Zn,Zr,Ag,Cd,0.0,0.0,147.45719,30404748
Zn,Zr,Ag,In,0.0,0.0,149.27956,30404749
Zn,Zr,Ag,Sn,0.0,0.0,140.9051,30404750
Zn,Zr,Ag,Hf,0.0,0.0,121.44705,30404772
Zn,Zr,Ag,Ta,0.0,0.0,120.92839,30404773
Zn,Zr,Ag,W,0.0,0.0,127.46886,30404774
Zn,Zr,Ag,Re,0.0,0.0,134.29941000000002,30404775
Zn,Zr,Ag,Os,0.0,0.0,137.67926,30404776
Zn,Zr,Ag,Ir,0.0,0.0,135.10861,30404777
Zn,Zr,Ag,Pt,0.0,0.0,131.56139,30404778
Zn,Zr,Ag,Au,0.0,0.0,135.07603999999998,30404779
Zn,Zr,Ag,Hg,0.0,0.0,144.07783999999998,30404780
Zn,Zr,Ag,Tl,0.0,0.0,144.7631,30404781
Zn,Zr,Ag,Pb,0.0,0.0,139.98677,30404782
Zn,Zr,Ag,Bi,0.0,0.0,140.6707,30404783
Zn,Zr,Cd,In,0.0,0.0,139.86817,30404849
Zn,Zr,Cd,Sn,0.0,0.0,127.30119,30404850
Zn,Zr,Cd,Hf,0.0,0.0,139.46775,30404872
Zn,Zr,Cd,Ta,0.0,0.0,143.84596000000002,30404873
Zn,Zr,Cd,W,0.0,0.0,153.88298,30404874
Zn,Zr,Cd,Re,0.0,0.0,163.14193,30404875
Zn,Zr,Cd,Os,0.0,0.0,164.46819,30404876
Zn,Zr,Cd,Ir,0.0,0.0,155.06294,30404877
Zn,Zr,Cd,Pt,0.0,0.0,147.23703999999998,30404878
Zn,Zr,Cd,Au,0.0,0.0,146.34724,30404879
Zn,Zr,Cd,Hg,0.0,0.0,143.65255,30404880
Zn,Zr,Cd,Tl,0.0,0.0,134.23398999999998,30404881
Zn,Zr,Cd,Pb,0.0,0.0,126.64029,30404882
Zn,Zr,Cd,Bi,0.0,0.0,131.87185,30404883
Zn,Zr,In,Sn,0.0,0.0,109.28997,30404950
Zn,Zr,In,Hf,0.0,0.0,161.79641999999998,30404972
Zn,Zr,In,Ta,0.0,0.0,170.45795,30404973
Zn,Zr,In,W,0.0,0.0,178.15679,30404974
Zn,Zr,In,Re,0.0,0.0,181.70352,30404975
Zn,Zr,In,Os,0.0,0.0,174.34728,30404976
Zn,Zr,In,Ir,0.0,0.0,159.59417,30404977
Zn,Zr,In,Pt,0.0,0.0,150.11621,30404978
Zn,Zr,In,Au,0.0,0.0,143.18903999999998,30404979
Zn,Zr,In,Hg,0.0,0.0,130.92785,30404980
Zn,Zr,In,Tl,0.0,0.0,119.84769,30404981
Zn,Zr,In,Pb,0.0,0.0,112.79686,30404982
Zn,Zr,In,Bi,0.0,0.0,111.52924,30404983
Zn,Zr,Sn,Hf,0.0,0.0,161.13746,30405072
Zn,Zr,Sn,Ta,0.0,0.0,164.35217,30405073
Zn,Zr,Sn,W,0.0,0.0,166.36706999999998,30405074
Zn,Zr,Sn,Re,0.0,0.0,163.1644,30405075
Zn,Zr,Sn,Os,0.0,0.0,155.32273999999998,30405076
Zn,Zr,Sn,Ir,0.0,0.0,144.60618,30405077
Zn,Zr,Sn,Pt,0.0,0.0,139.1826,30405078
Zn,Zr,Sn,Au,0.0,0.0,133.43231,30405079
Zn,Zr,Sn,Hg,0.0,0.0,119.92848,30405080
Zn,Zr,Sn,Tl,0.0,0.0,110.02036,30405081
Zn,Zr,Sn,Pb,0.0,0.0,103.9087,30405082
Zn,Zr,Sn,Bi,0.0,0.0,102.83731,30405083
Zn,Zr,Hf,Ta,0.0,0.0,89.87548000000001,30407273
Zn,Zr,Hf,W,0.0,0.0,98.92366,30407274
Zn,Zr,Hf,Re,0.0,0.0,109.478,30407275
Zn,Zr,Hf,Os,0.0,0.0,118.1152,30407276
Zn,Zr,Hf,Ir,0.0,0.0,121.85912,30407277
Zn,Zr,Hf,Pt,0.0,0.0,121.13878,30407278
Zn,Zr,Hf,Au,0.0,0.0,121.89394,30407279
Zn,Zr,Hf,Hg,0.0,0.0,139.50357,30407280
Zn,Zr,Hf,Tl,0.0,0.0,161.47202,30407281
Zn,Zr,Hf,Pb,0.0,0.0,158.3243,30407282
Zn,Zr,Hf,Bi,0.0,0.0,155.76105,30407283
Zn,Zr,Ta,W,0.0,0.0,97.63598,30407374
Zn,Zr,Ta,Re,0.0,0.0,108.70461,30407375
Zn,Zr,Ta,Os,0.0,0.0,117.19289,30407376
Zn,Zr,Ta,Ir,0.0,0.0,119.76221,30407377
Zn,Zr,Ta,Pt,0.0,0.0,119.04719,30407378
Zn,Zr,Ta,Au,0.0,0.0,124.20235,30407379
Zn,Zr,Ta,Hg,0.0,0.0,148.08438,30407380
Zn,Zr,Ta,Tl,0.0,0.0,166.72784,30407381
Zn,Zr,Ta,Pb,0.0,0.0,161.48793,30407382
Zn,Zr,Ta,Bi,0.0,0.0,151.83483,30407383
Zn,Zr,W,Re,0.0,0.0,118.68038,30407475
Zn,Zr,W,Os,0.0,0.0,123.85999,30407476
Zn,Zr,W,Ir,0.0,0.0,122.89908,30407477
Zn,Zr,W,Pt,0.0,0.0,123.24745,30407478
Zn,Zr,W,Au,0.0,0.0,132.52683000000002,30407479
Zn,Zr,W,Hg,0.0,0.0,159.58597,30407480
Zn,Zr,W,Tl,0.0,0.0,171.50676,30407481
Zn,Zr,W,Pb,0.0,0.0,158.81935,30407482
Zn,Zr,W,Bi,0.0,0.0,147.59747,30407483
Zn,Zr,Re,Os,0.0,0.0,125.61421,30407576
Zn,Zr,Re,Ir,0.0,0.0,123.80247,30407577
Zn,Zr,Re,Pt,0.0,0.0,126.98591,30407578
Zn,Zr,Re,Au,0.0,0.0,139.39498,30407579
Zn,Zr,Re,Hg,0.0,0.0,165.84902,30407580
Zn,Zr,Re,Tl,0.0,0.0,170.45861000000002,30407581
Zn,Zr,Re,Pb,0.0,0.0,155.19675,30407582
Zn,Zr,Re,Bi,0.0,0.0,142.95553999999998,30407583
Zn,Zr,Os,Ir,0.0,0.0,121.80976,30407677
Zn,Zr,Os,Pt,0.0,0.0,127.09252,30407678
Zn,Zr,Os,Au,0.0,0.0,140.82644,30407679
Zn,Zr,Os,Hg,0.0,0.0,162.62085,30407680
Zn,Zr,Os,Tl,0.0,0.0,163.14686,30407681
Zn,Zr,Os,Pb,0.0,0.0,148.62093000000002,30407682
Zn,Zr,Os,Bi,0.0,0.0,138.37516000000002,30407683
Zn,Zr,Ir,Pt,0.0,0.0,123.32493999999998,30407778
Zn,Zr,Ir,Au,0.0,0.0,135.16596,30407779
Zn,Zr,Ir,Hg,0.0,0.0,150.61063,30407780
Zn,Zr,Ir,Tl,0.0,0.0,149.79446000000002,30407781
Zn,Zr,Ir,Pb,0.0,0.0,141.67846,30407782
Zn,Zr,Ir,Bi,0.0,0.0,135.14967,30407783
Zn,Zr,Pt,Au,0.0,0.0,132.94053,30407879
Zn,Zr,Pt,Hg,0.0,0.0,143.93973,30407880
Zn,Zr,Pt,Tl,0.0,0.0,143.30726,30407881
Zn,Zr,Pt,Pb,0.0,0.0,137.96731,30407882
Zn,Zr,Pt,Bi,0.0,0.0,134.54166,30407883
Zn,Zr,Au,Hg,0.0,0.0,141.87893,30407980
Zn,Zr,Au,Tl,0.0,0.0,137.34831,30407981
Zn,Zr,Au,Pb,0.0,0.0,130.66205,30407982
Zn,Zr,Au,Bi,0.0,0.0,130.75025,30407983
Zn,Zr,Hg,Tl,0.0,0.0,128.16783999999998,30408081
Zn,Zr,Hg,Pb,0.0,0.0,121.19436,30408082
Zn,Zr,Hg,Bi,0.0,0.0,121.26021,30408083
Zn,Zr,Tl,Pb,0.0,0.0,112.96847,30408182
Zn,Zr,Tl,Bi,0.0,0.0,115.71954,30408183
Zn,Zr,Pb,Bi,0.0,0.0,111.11974,30408283
Zn,Nb,Mo,Tc,0.0,0.0,97.49992,30414243
Zn,Nb,Mo,Ru,0.0,0.0,100.49089,30414244
Zn,Nb,Mo,Rh,0.0,0.0,101.51384,30414245
Zn,Nb,Mo,Pd,0.0,0.0,106.28898,30414246
Zn,Nb,Mo,Ag,0.0,0.0,116.4656,30414247
Zn,Nb,Mo,Cd,0.0,0.0,147.45209,30414248
Zn,Nb,Mo,In,0.0,0.0,173.92653,30414249
Zn,Nb,Mo,Sn,0.0,0.0,164.66888,30414250
Zn,Nb,Mo,Hf,0.0,0.0,90.76353,30414272
Zn,Nb,Mo,Ta,0.0,0.0,88.73777,30414273
Zn,Nb,Mo,W,0.0,0.0,98.29443,30414274
Zn,Nb,Mo,Re,0.0,0.0,103.07927,30414275
Zn,Nb,Mo,Os,0.0,0.0,108.85204,30414276
Zn,Nb,Mo,Ir,0.0,0.0,108.03425,30414277
Zn,Nb,Mo,Pt,0.0,0.0,110.10528,30414278
Zn,Nb,Mo,Au,0.0,0.0,122.95938999999998,30414279
Zn,Nb,Mo,Hg,0.0,0.0,153.12849,30414280
Zn,Nb,Mo,Tl,0.0,0.0,169.98604,30414281
Zn,Nb,Mo,Pb,0.0,0.0,155.10093999999998,30414282
Zn,Nb,Mo,Bi,0.0,0.0,141.48758,30414283
Zn,Nb,Tc,Ru,0.0,0.0,99.07548,30414344
Zn,Nb,Tc,Rh,0.0,0.0,100.91033,30414345
Zn,Nb,Tc,Pd,0.0,0.0,108.38118,30414346
Zn,Nb,Tc,Ag,0.0,0.0,121.51707,30414347
Zn,Nb,Tc,Cd,0.0,0.0,155.30868,30414348
Al,Ge,Pt,Bi,0.0,0.0,63.06566,13327883
Al,Ge,Au,Hg,0.0,0.0,35.58412,13327980
Al,Ge,Au,Tl,0.0,0.0,35.78853,13327981
Al,Ge,Au,Pb,0.0,0.0,34.99134,13327982
Al,Ge,Au,Bi,0.0,0.0,43.79427,13327983
Al,Ge,Hg,Tl,0.0,0.0,23.15967,13328081
Al,Ge,Tl,Pb,0.0,0.0,16.02478,13328182
Al,Ge,Pb,Bi,0.0,0.0,24.91034,13328283
Al,Y,Zr,Nb,0.0,0.0,121.02354,13394041
Al,Y,Zr,Mo,0.0,0.0,128.59857,13394042
Al,Y,Zr,Tc,0.0,0.0,137.46002,13394043
Al,Y,Zr,Ru,0.0,0.0,144.72836999999998,13394044
Al,Y,Zr,Rh,0.0,0.0,148.46894,13394045
Al,Y,Zr,Pd,0.0,0.0,149.73321,13394046
Al,Y,Zr,Ag,0.0,0.0,151.22851,13394047
Al,Y,Zr,Cd,0.0,0.0,162.35085,13394048
Al,Y,Zr,In,0.0,0.0,169.25261,13394049
Al,Y,Zr,Sn,0.0,0.0,160.44436000000002,13394050
Al,Y,Zr,Hf,0.0,0.0,130.54585,13394072
Al,Y,Zr,Ta,0.0,0.0,129.3206,13394073
Al,Y,Zr,W,0.0,0.0,137.10007,13394074
Al,Y,Zr,Re,0.0,0.0,145.89462,13394075
Al,Y,Zr,Os,0.0,0.0,151.27808000000002,13394076
Al,Y,Zr,Ir,0.0,0.0,151.10308999999998,13394077
Al,Y,Zr,Pt,0.0,0.0,148.64615,13394078
Al,Y,Zr,Au,0.0,0.0,149.44498000000002,13394079
Al,Y,Zr,Hg,0.0,0.0,160.59256000000002,13394080
Al,Y,Zr,Tl,0.0,0.0,165.2105,13394081
Al,Y,Zr,Pb,0.0,0.0,158.9805,13394082
Al,Y,Zr,Bi,0.0,0.0,156.67018000000002,13394083
Al,Y,Nb,Mo,0.0,0.0,125.78074,13394142
Al,Y,Nb,Tc,0.0,0.0,134.03712,13394143
Al,Y,Nb,Ru,0.0,0.0,139.89515,13394144
Al,Y,Nb,Rh,0.0,0.0,142.45012,13394145
Zn,Nb,Tc,In,0.0,0.0,175.32793,30414349
Zn,Nb,Tc,Sn,0.0,0.0,160.70541,30414350
Zn,Nb,Tc,Hf,0.0,0.0,100.69939,30414372
Zn,Nb,Tc,Ta,0.0,0.0,98.30822,30414373
Zn,Nb,Tc,W,0.0,0.0,105.18861,30414374
Zn,Nb,Tc,Re,0.0,0.0,108.06838,30414375
Zn,Nb,Tc,Os,0.0,0.0,107.39772,30414376
Zn,Nb,Tc,Ir,0.0,0.0,106.6013,30414377
Zn,Nb,Tc,Pt,0.0,0.0,111.39016,30414378
Zn,Nb,Tc,Au,0.0,0.0,127.95592,30414379
Zn,Nb,Tc,Hg,0.0,0.0,156.40991,30414380
Zn,Nb,Tc,Tl,0.0,0.0,167.18008,30414381
Zn,Nb,Tc,Pb,0.0,0.0,149.49841999999998,30414382
Zn,Nb,Tc,Bi,0.0,0.0,136.61167,30414383
Zn,Nb,Ru,Rh,0.0,0.0,99.19384,30414445
Zn,Nb,Ru,Pd,0.0,0.0,108.6005,30414446
Zn,Nb,Ru,Ag,0.0,0.0,123.12802,30414447
Zn,Nb,Ru,Cd,0.0,0.0,153.79037,30414448
Zn,Nb,Ru,In,0.0,0.0,168.10295,30414449
Zn,Nb,Ru,Sn,0.0,0.0,151.74646,30414450
Zn,Nb,Ru,Hf,0.0,0.0,109.27723,30414472
Zn,Nb,Ru,Ta,0.0,0.0,105.27568,30414473
Zn,Nb,Ru,W,0.0,0.0,108.04213,30414474
Zn,Nb,Ru,Re,0.0,0.0,107.46122,30414475
Zn,Nb,Ru,Os,0.0,0.0,105.05823999999998,30414476
Zn,Nb,Ru,Ir,0.0,0.0,103.3525,30414477
Zn,Nb,Ru,Pt,0.0,0.0,108.4113,30414478
Zn,Nb,Ru,Au,0.0,0.0,126.54487,30414479
Zn,Nb,Ru,Hg,0.0,0.0,150.23369,30414480
Zn,Nb,Ru,Tl,0.0,0.0,157.15621000000002,30414481
Zn,Nb,Ru,Pb,0.0,0.0,143.2962,30414482
Zn,Nb,Ru,Bi,0.0,0.0,132.45054,30414483
Zn,Nb,Rh,Pd,0.0,0.0,108.98112,30414546
Zn,Nb,Rh,Ag,0.0,0.0,122.15314,30414547
Zn,Nb,Rh,Cd,0.0,0.0,146.64428,30414548
Zn,Nb,Rh,In,0.0,0.0,158.23889,30414549
Zn,Nb,Rh,Sn,0.0,0.0,147.8131,30414550
Zn,Nb,Rh,Hf,0.0,0.0,113.45936,30414572
Zn,Nb,Rh,Ta,0.0,0.0,107.11073,30414573
Zn,Nb,Rh,W,0.0,0.0,107.55994,30414574
Zn,Nb,Rh,Re,0.0,0.0,107.77409,30414575
Zn,Nb,Rh,Os,0.0,0.0,105.83047,30414576
Zn,Nb,Rh,Ir,0.0,0.0,101.39447,30414577
Zn,Nb,Rh,Pt,0.0,0.0,106.30587,30414578
Zn,Nb,Rh,Au,0.0,0.0,122.61999,30414579
Zn,Nb,Rh,Hg,0.0,0.0,142.69208,30414580
Zn,Nb,Rh,Tl,0.0,0.0,150.3566,30414581
Zn,Nb,Rh,Pb,0.0,0.0,142.33104,30414582
Zn,Nb,Rh,Bi,0.0,0.0,134.13608,30414583
Zn,Nb,Pd,Ag,0.0,0.0,126.19033,30414647
Zn,Nb,Pd,Cd,0.0,0.0,149.14389,30414648
Zn,Nb,Pd,In,0.0,0.0,160.66393,30414649
Zn,Nb,Pd,Sn,0.0,0.0,151.64635,30414650
Zn,Nb,Pd,Hf,0.0,0.0,115.53924,30414672
Zn,Nb,Pd,Ta,0.0,0.0,109.60504,30414673
Zn,Nb,Pd,W,0.0,0.0,112.50757,30414674
Zn,Nb,Pd,Re,0.0,0.0,115.86035,30414675
Zn,Nb,Pd,Os,0.0,0.0,116.05253,30414676
Zn,Nb,Pd,Ir,0.0,0.0,112.55166,30414677
Zn,Nb,Pd,Pt,0.0,0.0,116.00551000000002,30414678
Zn,Nb,Pd,Au,0.0,0.0,129.69222,30414679
Zn,Nb,Pd,Hg,0.0,0.0,148.5813,30414680
Zn,Nb,Pd,Tl,0.0,0.0,153.87704,30414681
Zn,Nb,Pd,Pb,0.0,0.0,147.01637,30414682
Zn,Nb,Pd,Bi,0.0,0.0,140.97818,30414683
Zn,Nb,Ag,Cd,0.0,0.0,159.60221,30414748
Zn,Nb,Ag,In,0.0,0.0,163.76921000000002,30414749
Zn,Nb,Ag,Sn,0.0,0.0,149.22009,30414750
Zn,Nb,Ag,Hf,0.0,0.0,119.0668,30414772
Zn,Nb,Ag,Ta,0.0,0.0,117.1466,30414773
Zn,Nb,Ag,W,0.0,0.0,125.58246,30414774
Zn,Nb,Ag,Re,0.0,0.0,133.60378,30414775
Zn,Nb,Ag,Os,0.0,0.0,136.49716999999998,30414776
Zn,Nb,Ag,Ir,0.0,0.0,132.3144,30414777
Zn,Nb,Ag,Pt,0.0,0.0,133.33137,30414778
Zn,Nb,Ag,Au,0.0,0.0,144.27357,30414779
